"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles"
"CHEMBL3545039";"AZD1386";"AZD 1386|AZD-1386|AZD1386";"AZD1386";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"Cc1cc(Cl)cc2c1N(Cc1cccc(C(F)(F)F)c1)C(=O)C21NC(=O)NC1=O"
"CHEMBL443";"SULFAMETHOXAZOLE";"ACETYLSULFAMETHOXAZOLE|Acetylsulfamethoxazole|GANTANOL-DS|Gantanol|NSC-147832|RO 4-2130|RO-4-2130|STX-608|SULFAMETHOXAZOLE|SULFAMETHOXAZOLE SODIUM|SULFAMETHOXAZOLUM|SULPHAMETHOXAZOLE|Sinomin|Suphamethoxazole|UROBAK";"NSC-147832|RO 4-2130|RO-4-2130|STX-608";"4.0";"Sun Pharmaceutical Industries Inc|Watson Laboratories Inc|Ascot Hosp Pharmaceuticals Inc Div Travenol Laboratories Inc|Novitium Pharma Llc|Able Laboratories Inc|Prasco Llc Dba Prasco Laboratories|Bedford Laboratories Div Ben Venue Laboratories Inc|Rising Pharma Holdings Inc|Akorn Operating Co Llc|Teva Pharmaceuticals Usa Inc";"'sulfa-'";"1962";"antimicrobials (sulfonamides derivatives)";"'sulfa-(sulfa-)'";"1973";"J01EC01";"J01EC - Intermediate-acting sulfonamides";"J01E - SULFONAMIDES AND TRIMETHOPRIM";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"0";"0";"Prescription Only";"Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1"
"CHEMBL4650351";"PARPI";"PARPI";"";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(c1ccc(F)cc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1"
"CHEMBL558";"MEXILETINE";"(RS)-MEXILETINE|DL-MEXILETINE|MEXILETINE|Mexiletine";"";"4.0";"Zenara Pharma Private Ltd|Teva Pharmaceuticals Usa Inc|Senores Pharmaceuticals Inc|Crossmedika Sa|Watson Laboratories Inc|Novast Laboratories Ltd|Boehringer Ingelheim|Ani Pharmaceuticals Inc";"";"1986";"";"";"1985";"C01BB02";"C01BB - Antiarrhythmics, class Ib";"C01B - ANTIARRHYTHMICS, CLASS I AND III";"C01 - CARDIAC THERAPY";"C - CARDIOVASCULAR SYSTEM";"Cardiac Depressant (anti-arrhythmic)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"1";"Prescription Only";"Cc1cccc(C)c1OCC(C)N"
"CHEMBL4802161";"DALPICICLIB";"DALPICICLIB|SHR-6390";"";"2.0";"";"'-ciclib'";"";"cyclin dependent kinase inhibitors (formerly-cidib)";"'-ciclib(-ciclib)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC(=O)c1c(C)c2cnc(Nc3ccc(C4CCNCC4)cn3)nc2n(C2CCCC2)c1=O"
"CHEMBL450";"METHARBITAL";"ENDIEMAL|Gemonil|METHARBITAL|METHARBITAL CIII|METHARBITONE|Metharbital|NSC-27156";"NSC-27156";"4.0";"Abbvie Inc";"";"";"";"";"1982";"N03AA30";"N03AA - Barbiturates and derivatives";"N03A - ANTIEPILEPTICS";"N03 - ANTIEPILEPTICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Discontinued";"CCC1(CC)C(=O)NC(=O)N(C)C1=O"
"CHEMBL4756476";"NEMTABRUTINIB";"ARQ-531|NEMTABRUTINIB";"ARQ-531";"2.0";"";"'-tinib'";"";"tyrosine kinase inhibitors: tyrosine kinase inhibitors Bruton's (Btk) inhibitors";"'-tinib(-tinib (-brutinib))'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@@H]3CC[C@@H](CO)OC3)c12"
"CHEMBL4760665";"PF-06865571";"PF-06865571";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";"CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)N[C@H]3CCOC3)cn2)c1"
"CHEMBL2108558";"SENNA";"AFRIKANSKAYA SENNA LEAF|AFRIKANSKAYA SENNA WHOLE|ALEXANDRIA SENNA|ALEXANDRIAN SENNA LEAF|ALEXANDRIAN SENNA WHOLE|B2056|BHUIKHAKHASA LEAF|BHUIKHAKHASA WHOLE|BOMBAY SENNA LEAF|BOMBAY SENNA WHOLE|CALIFIG|CASSE LEAF|CASSE WHOLE|CASSIA ACUTIFOLIA LEAF|CASSIA ACUTIFOLIA WHOLE|CASSIA ALEXANDRINA LEAF|CASSIA ANGUSTIFOLIA LEAF|CASSIA ANGUSTIFOLIA VAHL|CASSIA LANCEOLATA LEAF|CASSIA SENNA L.|CASSIA SENNA LEAF|ENNAE FOLIUM|FAN XIE YE|FANXIEYE (CASSIA ANGUSTIFOLIA)|HINDISANA LEAF|HINDISANA WHOLE|INDIAN SENNA LEAF|INDIAN SENNA WHOLE|JALELO LEAF|JALELO WHOLE|KASSIYA OSTROLISTNAYA LEAF|KASSIYA OSTROLISTNAYA WHOLE|MANEVAC|NSC-112930|SANA LEAF|SANA WHOLE|SENNA|SENNA ACUTIFOLIA LEAF|SENNA ACUTIFOLIA WHOLE|SENNA ALEXANDRINA|SENNA ALEXANDRINA DRY LEAF|SENNA ALEXANDRINA LEAF|SENNA ALEXANDRINA LEAF DRY EXTRACT|SENNA ALEXANDRINA LEAF EXTRACT|SENNA ALEXANDRINA LEAF POWDER|SENNA ALEXANDRINA WHOLE|SENNA ANGUSTIFOLIA LEAF|SENNA CONCENTRATE|SENNA EXTRACT|SENNA GLYCOSIDES|SENNA LEAF|SENNA LEAF (CASSIA ANGUSTIFOLIA)|SENNA WHOLE|SENNA-I-MAKKI LEAF|SENNA-I-MAKKI WHOLE|SENNAE FOLIUM|SENNAE FOLIUM (SENNA ALEXANDRINA)|SENNAE FOLIUM CONCISUM|SENNOSIDE B|SENNOSIDES SENNOSIDE B|SENOKOT MAX STRGH|STANDARDIZED SENNA CONCENTRATE|SURE-LAX|SVARNAPATRI LEAF|SVARNAPATRI WHOLE|Senokot|TINNEVELLY SENNA|TINNEVELLY SENNA LEAF|TINNEVELLY SENNA WHOLE|TRUE SENNA LEAF|TRUE SENNA WHOLE|X-PREP|XIA YE FAN XIE";"B2056|NSC-112930";"4.0";"";"";"";"";"";"";"A06AB06 | A06AB56";"A06AB - Contact laxatives | A06AB - Contact laxatives";"A06A - DRUGS FOR CONSTIPATION | A06A - DRUGS FOR CONSTIPATION";"A06 - DRUGS FOR CONSTIPATION | A06 - DRUGS FOR CONSTIPATION";"A - ALIMENTARY TRACT AND METABOLISM | A - ALIMENTARY TRACT AND METABOLISM";"Laxative";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL4779773";"TAK-041";"TAK-041";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";"C[C@H](NC(=O)Cn1nnc2ccccc2c1=O)c1ccc(OC(F)(F)F)cc1"
"CHEMBL3545225";"INCB-047986";"INCB-047986|INCB-47986";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL5095199";"TREAMID";"TREAMID|XC268BG";"XC268BG";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(CCCC(=O)NCCc1ncc[nH]1)NCCc1ncc[nH]1"
"CHEMBL3545227";"NGD-8243";"MK-2295|MK-2295-005|NGD-8243";"MK-2295|MK-2295-005";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL66115";"DEOXYCYTIDINE";"2'-Deoxycytidine|DEOXYCYTIDINE|DOXECITINE";"";"2.0";"";"'-tidine'";"";"H2-receptor antagonists (cimetidine type)";"'-tidine(-tidine)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1"
"CHEMBL2108584";"COMFILCON A";"COMFILCON A|NFB-02";"NFB-02";"3.0";"";"'-filcon'";"2005";"hydrophilic contact lens material";"'-filcon(-filcon)'";"";"";"";"";"";"";"";"None";"10:Polymer";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL3545287";"LY2624803";"DB-7|HY-10275|LY-2624803|LY2624803";"DB-7|HY-10275|LY2624803";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL1213327";"COENZYME_A";"COENZYME_A|CoASH|Coenzyme A";"";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";"CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS"
"CHEMBL1230982";"ANABASEINE";"Anabaseine";"";"2.0";"";"'-nab-'";"";"cannabinol derivatives";"'-nab-(-nab-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"c1cncc(C2=NCCCC2)c1"
"CHEMBL2109882";"TRISILICATE";"";"";"4.0";"Novartis Consumer Health Inc|Chattem Inc Dba Sanofi Consumer Healthcare|Pennex Products Co Inc|Guardian Drug Co Inc";"";"";"";"";"1983";"";"";"";"";"";"";"None";"9:Inorganic";"0";"0";"Unknown";"0";"1";"0";"0";"0";"Over the Counter";"O=[Si](O)O[Si](O)(O)O[Si](=O)O"
"CHEMBL2110554";"TECHNETIUM ETIDRONATE";"";"";"4.0";"Ge Healthcare|Mallinckrodt Inc";"";"";"";"";"1973";"";"";"";"";"";"Radioactive Agent";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"0";"1";"0";"0";"Discontinued";""
"CHEMBL3545367";"LEMBOREXANT";"DAYVIGO|E-2006|E2006|LEMBOREXANT|Lemborexant";"E-2006|E2006";"4.0";"Eisai Inc";"";"2014";"";"";"2020";"N05CM21";"N05CM - Other hypnotics and sedatives";"N05C - HYPNOTICS AND SEDATIVES";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"";"US-8268848-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1"
"CHEMBL1618102";"BUTYLSCOPOLAMINE";"BUTYLSCOPOLAMINE|N-BUTYLSCOPOLAMMONIUM|N-BUTYLSCOPOLAMMONIUM CATION|N-BUTYLSCOPOLAMMONIUM ION";"";"4.0";"";"";"";"";"";"";"A03BB01";"A03BB - Belladonna alkaloids, semisynthetic, quaternary ammonium compounds";"A03B - BELLADONNA AND DERIVATIVES, PLAIN";"A03 - DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS";"A - ALIMENTARY TRACT AND METABOLISM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CCCC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12"
"CHEMBL1009";"LEVODOPA";"BROCADOPA|Bendopa|CVT-301|Dopar|INBRIJA|LEVODOPA|LEVODOPUM|Larodopa|NSC-118381|V-1512";"NSC-118381|V-1512";"4.0";"Organon Llc|Watson Laboratories Inc|Kv Pharmaceutical Co|Abbvie Inc|Shire Development Inc|Mylan Pharmaceuticals Inc|Scs Pharmaceuticals|Impax Laboratories Inc|Rising Pharma Holdings Inc|Avion Pharmaceuticals Llc";"'-dopa'";"1969";"dopamine receptor agonists";"'-dopa(-dopa)'";"1970";"N04BA01";"N04BA - Dopa and dopa derivatives";"N04B - DOPAMINERGIC AGENTS";"N04 - ANTI-PARKINSON DRUGS";"N - NERVOUS SYSTEM";"Antiparkinsonian";"US-7094427-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"1";"0";"0";"0";"Prescription Only";"N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O"
"CHEMBL1621597";"IPRATROPIUM";"IPRATROPIUM|IPRATROPIUM CATION|IPRATROPIUM ION";"";"4.0";"Cipla Ltd|Watson Laboratories Inc|Actavis Mid Atlantic Llc|Luoxin Aurovitas Pharma Chengdu Co Ltd|Amneal Pharmaceuticals Llc|Fosun Pharma Usa Inc|Boehringer Ingelheim Pharmaceuticals Inc|The Ritedose Corp|Landela Pharmaceutical|Watson Laboratories Inc An Indirect Wholly Owned Sub Of Teva Pharmaceuticals Usa Inc";"'-ium; -trop-'";"1977";"quaternary ammonium derivatives; atropine derivatives";"'-ium(-ium); -trop-(-trop-)'";"1986";"";"";"";"";"";"Bronchodilator";"US-7284474-B2";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"1";"0";"Prescription Only";"CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2"
"CHEMBL3545393";"XL550";"CS-3150|ESAXERENONE|XL-550|XL550";"CS-3150|XL-550";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2110565";"TECHNETIUM OXIDRONATE";"";"";"4.0";"Curium Us Llc";"";"";"";"";"";"";"";"";"";"";"Radioactive Agent; Diagnostic Aid (skeletal imaging)";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"0";"1";"0";"0";"Prescription Only";""
"CHEMBL93";"ZILEUTON";"A-64077|ABBOTT-64077|NSC-730712|NSC-759277|ZILEUTON|ZYFLO CR|Zyflo";"A-64077|ABBOTT-64077|NSC-730712|NSC-759277";"4.0";"Teva Pharmaceuticals Usa Inc|Dash Pharmaceuticals Llc|Chiesi Usa Inc|Strides Pharma Global Pte Ltd|Lupin Ltd|Rising Pharma Holdings Inc";"'-leuton'";"1990";"5-lipoxygenase inhibitors";"'-leuton(-leuton)'";"1996";"";"";"";"";"";"Inhibitor (5-lipoxygenase)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Prescription Only";"CC(c1cc2ccccc2s1)N(O)C(N)=O"
"CHEMBL1628569";"ROBALZOTAN";"AZD-7371|NAD-299|ROBALZOTAN|Robalzotan";"NAD-299";"2.0";"";"'-zotan'";"";"5-HT1A receptor agonists/antagonists acting primarily as neuroprotectors";"'-zotan(-zotan)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"NC(=O)c1ccc(F)c2c1C[C@@H](N(C1CCC1)C1CCC1)CO2"
"CHEMBL502";"DONEPEZIL";"Aricept|D-797|DONAZ|DONEPEZIL|Donepezil|E-2020";"E-2020";"4.0";"Cipla Ltd|Jubilant Generics Ltd|Sun Pharmaceutical Industries Inc|Macleods Pharmaceuticals Ltd|Osmotica Pharmaceutical Us Llc|Mylan Pharmaceuticals Inc|Corium Inc|Zydus Pharmaceuticals Usa Inc|Allergan Sales Llc|Prinston Pharmaceutical Inc";"'-pezil'";"1997";"acetylcholinesterase inhibitors used in the treatment of Alzheimer's disease";"'-pezil(-pezil)'";"1996";"N06DA02";"N06DA - Anticholinesterases";"N06D - ANTI-DEMENTIA DRUGS";"N06 - PSYCHOANALEPTICS";"N - NERVOUS SYSTEM";"Dementia Symptoms Treatment Adjunct; Inhibitor (acetylcholinesterase); Cognition Adjuvant; Alzheimer's Disease Treatment (adjunct)";"US-8039009-B2";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Prescription Only";"COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2"
"CHEMBL1017";"TELMISARTAN";"BIBR 277 SE|BIBR-277|BIBR-277 SE|BIBR-277-SE|BIBR-277SE|C09CA07|KINZALMONO|Micardis|PRITOR|SEMINTRA|TELMISARTAN|TELMISARTAN ACTAVIS|TELMISARTAN TEVA|TOLURA";"BIBR 277 SE|BIBR-277|BIBR-277 SE|BIBR-277-SE|C09CA07";"4.0";"Jubilant Generics Ltd|Macleods Pharmaceuticals Ltd|Mylan Pharmaceuticals Inc|Zydus Pharmaceuticals Usa Inc|Prinston Pharmaceutical Inc|Inventia Healthcare Ltd|Torrent Pharmaceuticals Ltd|Micro Labs Ltd|Hisun Pharmaceutical Hangzhou Co Ltd|Boehringer Ingelheim Pharmaceuticals Inc";"'-sartan'";"1997";"angiotensin II receptor antagonists";"'-sartan(-sartan)'";"1998";"C09CA07";"C09CA - Angiotensin II receptor blockers (ARBs), plain";"C09C - ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN";"C09 - AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM";"C - CARDIOVASCULAR SYSTEM";"Antagonist (angiotensin II receptor); Antihypertensive";"US-8003679-B2";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"1";"0";"0";"1";"Prescription Only";"CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1"
"CHEMBL73234";"CARBETAPENTANE";"PENTOXYVERINE";"";"4.0";"";"";"";"";"";"";"R05DB05";"R05DB - Other cough suppressants";"R05D - COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS";"R05 - COUGH AND COLD PREPARATIONS";"R - RESPIRATORY SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Withdrawn";"CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1"
"CHEMBL3652780";"TIGULIXOSTAT";"LC-350189|LC350189|TIGULIXOSTAT";"LC-350189|LC350189";"2.0";"";"'-stat'";"";"enzyme inhibitors: xanthine oxidase/dehydrogenase inhibitors";"'-stat(-stat (-xostat))'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC(C)n1cc(C#N)c2cc(-n3cc(C(=O)O)cn3)ccc21"
"CHEMBL4301175";"FERRIC AMMONIUM CITRATE";"";"";"4.0";"Otsuka Pharmaceutical Co Ltd";"'-ium; -onium'";"";"quaternary ammonium derivatives; quaternary ammonium derivatives";"'-ium(-ium); -onium(-onium)'";"1997";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"1";"0";"0";"0";"Discontinued";""
"CHEMBL2105611";"TACALCITOL";"1.ALPHA.,24-DIHYDROXYVITAMIN D3|BONALFA|CURATODERM|TACALCITOL";"";"4.0";"";"'-calci-'";"";"vitamin D analogs";"'-calci-(-calci-)'";"";"D05AX04";"D05AX - Other antipsoriatics for topical use";"D05A - ANTIPSORIATICS FOR TOPICAL USE";"D05 - ANTIPSORIATICS";"D - DERMATOLOGICALS";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O"
"CHEMBL429910";"DAPAGLIFLOZIN";"BMS-512148|BMS-512148-05|DAPAGLIFLOZIN|FORXIGA|LYN-045";"BMS-512148|BMS-512148-05|LYN-045";"4.0";"Zydus Pharmaceuticals Usa Inc|Astrazeneca Ab";"'-gliflozin'";"2007";"phlorozin derivatives, phenolic glycosides";"'-gliflozin(-gliflozin)'";"2014";"A10BK01";"A10BK - Sodium-glucose co-transporter 2 (SGLT2) inhibitors";"A10B - BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS";"A10 - DRUGS USED IN DIABETES";"A - ALIMENTARY TRACT AND METABOLISM";"";"US-6515117-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1"
"CHEMBL2105665";"ELACYTARABINE";"CP 4055|CP-4055|ELACYTARABINE|P-4055";"CP 4055|CP-4055|P-4055";"3.0";"";"'-arabine'";"2009";"antineoplastics (arabinofuranosyl derivatives)";"'-arabine(-arabine)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O"
"CHEMBL412272";"TAURODEOXYCHOLIC ACID";"DEOXYCHOLYLTAURINE|Deoxy Cholate|HY-209|HY209|J339.140J|TAURODEOXYCHOLIC ACID|TAURODESOXYCHOLIC ACID|TUDCABIL";"HY-209|HY209|J339.140J";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C"
"CHEMBL2105750";"SOVAPREVIR";"ACH-0141625|SOVAPREVIR";"ACH-0141625";"2.0";"";"'-vir'";"2011";"antivirals: serine protease inhibitors";"'-vir(-vir (-previr))'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)CN1C(=O)[C@@H](CC(=O)N1CCCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1"
"CHEMBL566757";"DAPORINAD";"APO 866|APO-866|APO866|DAPORINAD|Daporinad|FK 866|FK-866|K 22.175";"APO 866|APO-866|APO866|FK 866|FK-866|K 22.175";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1"
"CHEMBL1750";"CLOFARABINE";"CLOFARABINE|Clolar|EVOLTRA|NSC-759857";"NSC-759857";"4.0";"Genzyme Corp|Msn Laboratories Private Ltd|Mylan Laboratories Ltd|Abon Pharmaceuticals Llc|Hospira Inc|Novast Laboratories Ltd|Gland Pharma Ltd|Accord Healthcare Inc|Meitheal Pharmaceuticals Inc|Dr Reddys Laboratories Ltd";"'-arabine'";"2003";"antineoplastics (arabinofuranosyl derivatives)";"'-arabine(-arabine)'";"2004";"L01BB06";"L01BB - Purine analogues";"L01B - ANTIMETABOLITES";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"0";"1";"0";"0";"Prescription Only";"Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F"
"CHEMBL2105897";"BARIUM SULFATE";"BARII SULFAS|BARITE (BA(SO4))|BARIUM SULFATE|BARYTES|Bar-test|Baricon|Barocat|Barosperse|Barosperse II|Barotrast|C.I. PIGMENT WHITE 21|C.I. PIGMENT WHITE 22|CI 77120|E-Z-CAT DRY|E-Z-HD|E-Z-PAQUE|ENTERO VU 24%|Epi-C|Epi-Stat 57|Epi-Stat 61|Esophotrast|LIQUID E-Z-PAQUE|Oratrast|READI-CAT 2|READI-CAT 2 SMOOTHIE|READI-CAT 2 SMOOTHIES|READI-CAT2|READI-CAT2 SMOOTHIES|SACHTOPERSE AB-TM 18383|SPEZIALSORTE AI|TAGITOL V|VARIBAR|VARIBAR HONEY|VARIBAR NECTAR|VARIBAR PUDDING|VARIBAR THIN HONEY|VARIBAR THIN LIQUID|VOLUMEN";"";"4.0";"Bracco Diagnostics Inc";"";"";"";"";"2016";"";"";"";"";"";"Diagnostic Aid (radiopaque medium)";"None";"9:Inorganic";"0";"0";"Unknown";"0";"1";"0";"0";"0";"Prescription Only";"O=S(=O)([O-])[O-].[Ba+2]"
"CHEMBL2105935";"CHOLINE BITARTRATE";"CHOLINE BITARTRATE";"";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";"C[N+](C)(C)CCO.O=C([O-])C(O)C(O)C(=O)O"
"CHEMBL2105945";"ACENEURAMIC ACID";"ACENEURAMIC ACID|UX001";"UX001";"3.0";"";"";"2015";"";"";"";"M09AX05";"M09AX - Other drugs for disorders of the musculo-skeletal system";"M09A - OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM";"M09 - OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM";"M - MUSCULO-SKELETAL SYSTEM";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(=O)N[C@@H]([C@@H](O)[C@H](O)[C@H](O)CO)[C@@H](O)CC(=O)C(=O)O"
